6M2wZ9GZgrQXHCFfjv46we,Dua Lipa
4EzkuveR9pLvDVFNx6foYD,James Bay
68abRTdO4meYReMWHvBYb0,Chris Lane
5NGO30tJxFlKixkPSgXcFE,The Police
5rGrDvrLOV2VV8SCFVGWlj,Imanbek
57LYzLEk2LcFghVwuWbcuS,Summer Walker
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder
1g0fXhQMHAxlRyIBkCbuE7,Matt Simons
61ipISvUVa5LkJlKZnm3Oo,Alle Farben
4WN5naL3ofxrVBgFpguzKo,Rudimental
7uMh23xWiuR7zsNkuNcm2G,MNEK
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez
1w5Kfo2jwwIPruYS2UWh56,Pearl Jam
6pBNfggcZZDCmb0p92OnGn,Chase Rice
1G9G7WwrXka3Z1r7aIDjI7,OutKast
66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac
5QNm7E7RU2m64l6Gliu8Oy,HARDY
7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley
3tJoFztHeIJkJWMrx0td2f,Moneybagg Yo
3wcj11K77LjEY1PkEazffa,Burna Boy
2ySHS7UojGu20XfUPaBlyu,Devin Dawson
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB
17lzZA2AlOHwCwFALHttmp,2 Chainz
46gyXjRIvN1NL1eCB8GBxo,All Time Low
7FY5V3XMwlNBPitEjXowHQ,Darius Rucker
5Yu3b48Y29bZlI1cLPOZJz,Danny Gokey
4SbuhLih8eWLmqFzzmM3AK,HIXTAPE
6vXTefBL93Dj5IqAWq6OTv,French Montana
0Z8XVUAOBPM4x12wKnFHEQ,Parker McCollum
7FNnA9vBm6EKceENgCGRMb,Anitta
4Xi6LSfFqv26XgP9NKN26U,AJ Tracey
26dSoYclwsYLMAKD3tpOr4,Britney Spears
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer
3MdXrJWsbVzdn6fe5JYkSQ,Mulatto
0cQbJU1aAzvbEmTuljWLlF,No Doubt
0jnsk9HBra6NMjO2oANoPY,Flo Rida
7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg
0NKDgy9j66h3DLnN8qu1bB,Eurythmics
329e4yvIujISKGKz1BZZbO,Farruko
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra
6Q192DXotxtaysaqNPy5yR,Amy Winehouse
7iK8PXO48WeuP03g8YR51W,Myke Towers
2gduEC76ry33RVurAvT05p,Nathan Dawe
0cGUm45nv7Z6M6qdXYQGTX,Kehlani
4OBJLual30L7gRl5UkeRcT,T.I.
2IvkS5MXK0vPGnwyJsrEyV,Eric Church
6P5NO5hzJbuOqSdyPB7SJM,Ashe
6yJCxee7QumYr820xdIsjo,Zac Brown Band
28gNT5KBp7IjEOQoevXf9N,Camilo
2SHhfs4BiDxGQ3oxqf0UHY,Roxette
4tpUmLEVLCGFr93o8hFFIB,Blondie
0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts
7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel
7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland
0Ty63ceoRnnJKVEYP0VQpk,Sting
7KMqksf0UMdyA0UCf4R3ux,James Blunt
5y2Xq6xcjJb2jVM54GHK3t,John Legend
58xvIqMyzvPuxxGODQSA0u,brando
5INjqkS1o8h1imAzPqGZBb,Tame Impala
35l9BRT7MXmM8bv2WDQiyB,beabadoobee
34bhyY8jfKez7uKakMfy4y,Maddie & Tae
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses
2JbE7jUIGtpXSzytnyMg6U,Curtis Waters
5pUo3fmmHT8bhCyHE52hA6,Liam Payne
0LcJLqbBmaGUft1e9Mm8HV,ABBA
4f9iBmdUOhQWeP7dcAn1pf,Rag'n'Bone Man
20gsENnposVs2I4rQ5kvrf,Sam Feldt
0fiWOxhsBsQQvFDtxUQWo0,Brett Young
2R21vXR83lH98kGeO99Y66,Anuel AA
5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz
2qk9voo8llSGYcZ6xrBzKx,Kings of Leon
7BKePXVmQRgnkbGcrFX1G4,JORIS
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd
1n2pb9Tsfe4SwAjmUac6YT,Jake Owen
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man
7rkW85dBwwrJtlHRDkJDAC,NAV
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara
1eClJfHLoDI4rZe5HxzBFv,INXS
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham
26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA
2gBjLmx6zQnFGQJCAQpRgw,Nelly
2SrSdSvpminqmStGELCSNd,Stormzy
2BTZIqw0ntH9MvilQ3ewNY,Cyndi Lauper
1LZEQNv7sE11VDY3SdxQeN,Bee Gees
2hJPr4lk7Q8SSvCVBl9fWM,Kip Moore
3AQRLZ9PuTAozP28Skbq8V,The Script
3RqBeV12Tt7A8xH3zBDDUF,Kelsea Ballerini
7gHscNMDI8FF8pcgrV8eIn,Matt Maeson
2TAqN8fwfaKauvviN4pOsv,JC Stewart
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro
5ndkK3dpZLKtBklKjxNQwT,B.o.B
1URnnhqYAYcrqrcwql10ft,21 Savage
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue
4CA8PTrbq1l5IgyvBA2JSV,Paul Woolford
30e8DmahrEamvLbFRPdWmk,Justin Moore
3JhNCzhSMTxs9WLGJJxWOY,Macklemore
36QJpDe2go2KgaRleHCDTp,Led Zeppelin
2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart
67nwj3Y5sZQLl72VNUHEYE,Wale
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa
6MPCFvOQv5cIGfw3jODMF0,Internet Money
3gMaNLQm7D9MornNILzdSl,Lionel Richie
7gP3bB2nilZXLfPHJhMdvc,Foster The People
5wwneIFdawNgQ7GvKK29Z3,Lucas & Steve
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray
0QJIPDAEDILuo8AIq3pMuU,M.I.A.
1bj5GrcLom5gZFF5t949Xl,Martin Solveig
6uisE4KbgDpJ7iYsrQNbiV,Kenji
762310PdDnwsDxAQxzQkfX,Depeche Mode
12Chz98pHFMPJEknJQMWvI,Muse
5CiGnKThu5ctn9pBxv7DGa,benny blanco
6oMuImdp5ZcFhWP0ESe6mG,Migos
2eogQKWWoohI3BSnoG7E2U,Donna Summer
4YLtscXsxbVgi031ovDDdh,Chris Stapleton
0epOFNiUfyON9EYx7Tpr6V,The Strokes
21aa4pj9BvbFB2iT8kRpnq,Michael Schulte
6mzs66iVW15C5iLt0JLt41,ILIRA
0Fb9qTWnjsB90xH3zWr4oa,Kareen Lomax
77ziqFxp5gaInVrF2lj4ht,Sech
07YUOmWljBTXwIseAUd9TW,Sebastian Yatra
3aQeKQSyrW4qWr35idm0cy,T-Pain
2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson
1nzgtKYFckznkcVMR3Gg4z,KSI
7mWMzxN6IAIQ1tfFFtAiQv,Bryn Christopher
7keGfmQR4X5w0two1xKZ7d,Kungs
6eXZu6O7nAUA5z6vLV8NKI,Little Simz
2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado
0NGAZxHanS9e0iNHpR8f2W,Alok
4S9EykWXhStSc15wEx8QFK,Céline Dion
67ghKnycRX6VM1xfqJSMlH,Younotus
5LfGQac0EIXyAN8aUwmNAQ,The Offspring
6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears
3AA28KZvwAUcZuOKwyblJQ,Gorillaz
16oZKvXb6WkQlVAjwo2Wbg,The Lumineers
6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer
5L8p9kDnX2cgoI8VLUL2p4,Beatking
0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren
0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd
7vPGzgDg3qGUY5bWtrO3K4,Conkarah
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro
0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits
5ZsFI1h6hIdQRw2ti0hz81,ZAYN
7nDsS0l5ZAzMedVRKPP8F1,Ella Henderson
1hzfo8twXdOegF3xireCYs,Milky Chance
3mIj9lX2MWuHmhNCA7LSCW,The 1975
0id62QV2SZZfvBn9xpmuCl,Aloe Blacc
3ipn9JLAPI5GUEo4y4jcoi,Ludacris
7HkdQ0gt53LP4zmHsL0nap,Ella Mai
6hNeqnHcPj070xntXlCwuv,Mulatto
20sxb77xiYeusSH8cVdatc,Meek Mill
7bu3H8JO7d0UbMoVzbo70s,The Cure
4V8Sr092TqfHkfAA5fXXqG,Luis Fonsi
3KedxarmBCyFBevnqQHy3P,Jessie Reyez
1By9QBFnjZAoI83BZppHlt,Billy Currington
6UCQYrcJ6wab6gnQ89OJFh,Headie One
4lDBihdpMlOalxy1jkUbPl,Grey
1XkoF8ryArs86LZvFOkbyr,Mary J. Blige
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike
6ogn9necmbUdCppmNnGOdi,Alanis Morissette
0PFtn5NtBbbUNbU9EAmIWF,TOTO
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries
0bm9qSmVJmT9CEukIhhZY5,Stefanie Heinzmann
2auikkNYqigWStoHWK1Grq,John Martin
4ehtJnVumNf6xzSCDk8aLB,Martin Jensen
0vRvGUQVUjytro0xpb26bs,Arizona Zervas
4BYxqVkZyFjtik7crYLg5Q,Chris Young
71jSVPQ6yskfyvWeiwvT5s,S1mba
1bqxdqvUtPWZri43cKHac8,MAX
1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child
3FUY2gzHeIiaesXtOAdB7A,Train
6ZV6lGY0prbqpTD0Md8i29,Scotty McCreery
3CkvROUTQ6nRi9yQOcsB50,Genesis
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire"
3KwmxIhSe9UTSEF37kwngR,SHAED
3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg
3koiLjNrgRTNbOwViDipeA,Marvin Gaye
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON
6LqNN22kT3074XbTVUrhzX,Kesha
0J7U24vlOOIeMpuaO6Q85A,LP
45gHcnDnMC15sgx3VL7ROG,42 Dugg
77kULmXAQ6vWer7IIHdGzI,Jordan Davis
4W6fwRbqEy1dfEoE6OCyZu,Mathieu Koss
4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR
7ueZp29tCNwjIj4yAMTEaC,Graham Coxon
6GI52t8N5F02MxU0g5U69P,Santana
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X
3tVQdUvClmAT7URs9V3rsp,WizKid
7mnBLXK823vNxN3UWB7Gfz,The Black Keys
2fZcYu4ltOFdwsnDmLQ9jl,DJ Fle
6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe
2vf4pRsEY6LpL5tKmqWb64,Elderbrook
3yDIp0kaq9EFKe07X1X2rz,Nile Rodgers
0TImkz4nPqjegtVSMZnMRq,TLC
2jzc5TC5TVFLXQlBNiIUzE,a-ha
44rJuOJLavqhY6qGgpQW4U,Harm Franklin
4AK6F7OLvEQ5QYCBNiQWHq,One Direction
6urvbTw4Mi2tGEEyBVXgMo,Sydney Symphony Orchestra
4Euia7UzdRshy1DJOSMTcs,220 KID
6deZN1bslXzeGvOLaLMOIF,Nickelback
4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees
4phGZZrJZRo4ElhRtViYdl,Jason Mraz
1fa0cOhromAZdq2xRA4vv8,Simply Red
711MCceyCBcFnzjGY4Q7Un,AC/DC
59wfkuBoNyhDMQGCljbUbA,Diddy
3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol
1sBkRIssrMs1AbVkOJbc7a,Rick Ross
04HqRx07Bv9gh7rsrMTqs7,Miss Li
5nGIFgo0shDenQYSE0Sn7c,Evanescence
0z4gvV4rjIZ9wHck67ucSV,Akon
5pDjmC5mRl7vDJhsjVwNfk,Freya Ridings
6PAt558ZEZl0DmdXlnjMgD,Eric Clapton
0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge
4qwGe91Bz9K2T8jXTZ815W,Janet Jackson
0LyfQWJT6nXafLPZqxe9Of,Various Artists
0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne
2iojnBLj0qIMiKPvVhLnsH,Trey Songz
69MEO1AADKg1IZrq2XLzo5,UB40
0bdfiayQAKewqEvaU6rXCv,MØ
5MmVJVhhYKQ86izuGHzJYA,MIKA
6AgTAQt8XS6jRWi4sX7w49,Polo G
3gqabzO7zvHVzAIT0Nxqa3,LOTTE
6VxCmtR7S3yz4vnzsJqhSV,Sheppard
72OaDtakiy6yFqkt4TsiFt,Cher
6eKWqnckwdIlSnjaYgIyxv,Eli Young Band
3QSQFmccmX81fWCUSPTS7y,Dean Lewis
5fiYAV2DWASxAUKDq7Gbe9,Luca Schreiner
6IRouO5mvvfcyxtPDKMYFN,Foreigner
1mfDfLsMxYcOOZkzBxvSVW,Cole Swindell
1xKrH6GSh9CJh8nYwbqW7B,Welshly Arms
0ECwFtbIWEVNwjlrfc6xoL,Eagles
2cnMpRsOVqtPMfq7YiFE6K,Van Halen
0imE3buPhAowREqCrr4CYe,Peach Tree Rascals
3l0CmX0FuQjFxr8SK7Vqag,Clairo
5OdVywqKqyCWwfE2fZb7IX,Chico Rose
1moxjboGR7GNWYIMWsRjgG,Florence + The Machine
6Q6wl4T5osps79OPDuLjNJ,Extreme Music
5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert
5iNrZmtVMtYev5M9yoWpEq,Seeb
3pFCERyEiP5xeN2EsPXhjI,Joe Cocker
